,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
270,Zaza Pachulia\pachuza01,2005,2015,3,200,4452,549,1232,0,5,374,475,469,1211,374,169,69,295,460,1472,.446,.000,.787,22.3,7.4,6.1,1.9
271,Jabari Parker\parkeja01,2015,2018,4,183,5617,1131,2308,109,310,423,566,294,998,373,175,66,301,357,2794,.490,.352,.747,30.7,15.3,5.5,2.0
272,Ruben Patterson\patteru01,2007,2007,1,81,2508,475,867,3,19,241,376,190,440,232,110,25,199,232,1194,.548,.158,.641,31.0,14.7,5.4,2.9
273,Charlie Paulk\paulkch01,1969,1969,1,17,217,19,84,,,13,23,,78,3,,,,26,51,.226,,.565,12.8,3.0,4.6,0.2
274,Gary Payton\paytoga02,2017,2018,2,18,205,21,55,3,21,5,8,4,29,22,6,5,13,26,50,.382,.143,.625,11.4,2.8,1.6,1.2
275,Gary Payton\paytoga01,2003,2003,1,28,1085,221,474,20,68,88,118,23,86,206,40,8,56,64,550,.466,.294,.746,38.8,19.6,3.1,7.4
276,Sam Pellom\pellosa01,1983,1983,1,4,20,4,10,0,0,0,0,2,8,0,0,0,2,3,8,.400,,,5.0,2.0,2.0,0.0
277,Mike Peplowski\peplomi01,1996,1996,1,5,12,3,5,0,0,1,3,1,4,1,1,2,2,6,7,.600,,.333,2.4,1.4,0.8,0.2
278,Curtis Perry\perrycu01,1972,1974,3,198,5951,733,1675,,,225,355,242,1818,384,104,97,,761,1691,.438,,.634,30.1,8.5,9.2,1.9
279,Elliot Perry\perryel01,1997,1999,3,168,3394,467,1036,67,188,172,217,46,240,489,192,5,241,249,1173,.451,.356,.793,20.2,7.0,1.4,2.9
280,Ricky Pierce\piercri01,1985,1998,8,460,12055,2858,5536,105,344,1749,2022,492,1223,907,376,79,702,1161,7570,.516,.305,.865,26.2,16.5,2.7,2.0
281,Ed Pinckney\pincked01,1995,1995,1,62,835,48,97,0,0,44,62,65,211,21,34,17,26,64,140,.495,,.710,13.5,2.3,3.4,0.3
282,Marshall Plumlee\plumlma02,2018,2018,1,8,52,1,3,0,0,12,16,4,17,2,0,1,3,10,14,.333,,.750,6.5,1.8,2.1,0.3
283,Miles Plumlee\plumlmi01,2015,2017,3,112,1369,199,360,0,0,59,102,134,331,41,38,70,68,133,457,.553,,.578,12.2,4.1,3.0,0.4
284,Mark Pope\popema01,2001,2002,2,108,1368,98,233,9,49,33,56,76,220,55,27,37,32,187,238,.421,.184,.589,12.7,2.2,2.0,0.5
285,Dave Popson\popsoda01,1992,1992,1,5,26,3,7,0,1,1,2,2,5,3,2,1,4,5,7,.429,.000,.500,5.2,1.4,1.0,0.6
286,Paul Pressey\presspa01,1983,1990,8,580,16949,2565,5237,60,274,1716,2302,821,2496,3272,894,372,1483,1736,6906,.490,.219,.745,29.2,11.9,4.3,5.6
287,Jim Price\priceji01,1975,1977,3,127,4167,661,1549,,,276,324,123,429,633,245,54,,424,1598,.427,,.852,32.8,12.6,3.4,5.0
288,Joel Przybilla\przybjo01,2001,2013,5,153,2045,107,227,0,1,54,129,161,530,42,34,195,81,355,268,.471,.000,.419,13.4,1.8,3.5,0.3
289,Anthony Pullard\pullaan01,1993,1993,1,8,37,8,18,0,0,1,3,2,8,2,2,2,5,5,17,.444,,.333,4.6,2.1,1.0,0.3
290,Miroslav Raduljica\radulmi01,2014,2014,1,48,465,68,126,0,0,45,55,54,108,23,7,13,28,84,181,.540,,.818,9.7,3.8,2.3,0.5
291,Michael Redd\reddmi01,2001,2011,11,578,19334,4063,9045,1003,2619,2425,2887,608,2334,1305,566,66,926,973,11554,.449,.383,.840,33.4,20.0,4.0,2.3
292,J.J. Redick\redicjj01,2013,2013,1,28,804,120,298,48,151,56,61,8,52,76,9,4,33,47,344,.403,.318,.918,28.7,12.3,1.9,2.7
293,J.R. Reid\reidjr01,2000,2000,1,34,602,53,127,1,7,43,56,29,117,18,19,5,20,81,150,.417,.143,.768,17.7,4.4,3.4,0.5
294,Jared Reiner\reineja01,2007,2007,1,27,244,15,43,0,0,3,10,21,71,13,5,6,14,45,33,.349,,.300,9.0,1.2,2.6,0.5
295,Shawn Respert\respesh01,1996,1997,2,76,928,119,311,43,131,42,49,31,81,76,32,4,50,72,323,.383,.328,.857,12.2,4.3,1.1,1.0
296,Kevin Restani\restake01,1975,1979,5,311,6203,870,1811,,,122,190,472,1440,434,135,70,98,584,1862,.480,,.642,19.9,6.0,4.6,1.4
297,Jerry Reynolds\reynoje01,1986,1996,4,194,2823,421,990,11,37,308,463,192,446,308,182,87,254,265,1161,.425,.297,.665,14.6,6.0,2.3,1.6
298,Luke Ridnour\ridnolu01,2009,2014,3,190,4555,662,1526,149,406,273,312,72,423,811,169,25,280,437,1746,.434,.367,.875,24.0,9.2,2.2,4.3
299,Fred Roberts\roberfr01,1989,1993,5,394,8834,1379,2728,40,116,732,927,476,1295,588,264,144,534,841,3530,.505,.345,.790,22.4,9.0,3.3,1.5
300,Alvin Robertson\roberal01,1990,1993,4,283,8725,1449,3062,111,354,591,797,643,1505,1405,753,74,729,936,3600,.473,.314,.742,30.8,12.7,5.3,5.0
301,Oscar Robertson\roberos01,1971,1974,4,288,10798,1795,3835,,,1111,1318,71,1424,2156,77,4,,618,4701,.468,,.843,37.5,16.3,4.9,7.5
302,Flynn Robinson\robinfl01,1969,1970,2,146,4828,1164,2540,,,756,866,,500,769,,,,463,3084,.458,,.873,33.1,21.1,3.4,5.3
303,Glenn Robinson\robingl01,1995,2002,8,568,21262,4723,10190,494,1454,2070,2550,891,3519,1609,689,351,1786,1549,12010,.463,.340,.812,37.4,21.1,6.2,2.8
304,Guy Rodgers\rodgegu01,1969,1970,2,145,2906,393,1053,,,251,322,,300,774,,,,280,1037,.373,,.780,20.0,7.2,2.1,5.3
305,Lorenzo Romar\romarlo01,1984,1985,2,69,1023,160,354,4,33,65,90,21,92,194,55,8,63,78,389,.452,.121,.722,14.8,5.6,1.3,2.8
306,Derrick Rowland\rowlade01,1986,1986,1,2,9,1,3,0,0,1,2,0,1,1,0,0,0,1,3,.333,,.500,4.5,1.5,0.5,0.5
307,Michael Ruffin\ruffimi01,2008,2008,1,46,632,33,62,0,0,25,63,90,186,24,31,19,19,93,91,.532,,.397,13.7,2.0,4.0,0.5
308,Bob Rule\rulebo01,1975,1975,1,1,11,0,1,,,0,0,0,0,2,0,0,,2,0,.000,,,11.0,0.0,0.0,2.0
309,John Salmons\salmojo01,2010,2011,2,103,3683,580,1341,128,336,332,398,44,362,350,106,32,190,222,1620,.433,.381,.834,35.8,15.7,3.5,3.4
310,Jamal Sampson\sampsja01,2003,2003,1,5,8,0,2,0,0,0,0,1,2,1,1,0,0,0,0,.000,,,1.6,0.0,0.4,0.2
311,Larry Sanders\sandela01,2011,2015,5,233,4622,668,1391,0,5,180,327,472,1341,174,151,428,222,661,1516,.480,.000,.550,19.8,6.5,5.8,0.7
312,Daniel Santiago\santida01,2004,2005,2,65,813,85,184,0,0,69,101,41,151,25,22,25,36,126,239,.462,,.683,12.5,3.7,2.3,0.4
313,Danny Schayes\schayda01,1991,1994,4,218,4308,500,1105,0,8,481,583,320,997,215,115,124,226,537,1481,.452,.000,.825,19.8,6.8,4.6,1.0
314,Ramon Sessions\sessira01,2008,2014,3,124,3532,536,1196,29,97,456,565,88,413,713,116,13,243,224,1557,.448,.299,.807,28.5,12.6,3.3,5.8
315,Jerry Sichting\sichtje01,1990,1990,1,1,27,0,6,0,0,3,4,0,0,2,0,0,0,1,3,.000,,.750,27.0,3.0,0.0,2.0
316,Jack Sikma\sikmaja01,1987,1991,5,392,12236,1903,4253,199,566,1248,1412,761,3087,1143,407,343,731,1406,5253,.447,.352,.884,31.2,13.4,7.9,2.9
317,Bobby Simmons\simmobo01,2006,2008,2,145,4059,575,1304,165,421,218,270,158,559,252,136,26,201,394,1533,.441,.392,.807,28.0,10.6,3.9,1.7
318,Scott Skiles\skilesc01,1987,1987,1,13,205,18,62,3,14,10,12,6,26,45,5,1,21,18,49,.290,.214,.833,15.8,3.8,2.0,3.5
319,Brian Skinner\skinnbr01,2004,2011,3,125,3106,379,766,0,0,125,217,225,796,107,48,125,153,360,883,.495,,.576,24.8,7.1,6.4,0.9
320,Elmore Smith\smithel01,1976,1977,2,112,3598,611,1215,,,283,456,253,1101,127,97,307,,377,1505,.503,,.621,32.1,13.4,9.8,1.1
321,Greg Smith\smithgr01,1969,1972,4,271,7740,1121,2274,,,398,600,,2266,583,,,,944,2640,.493,,.663,28.6,9.7,8.4,2.2
322,Ish Smith\smithis01,2013,2013,1,16,138,17,43,4,10,0,0,1,15,30,8,3,10,12,38,.395,.400,,8.6,2.4,0.9,1.9
323,Joe Smith\smithjo02,2004,2006,3,194,5406,775,1634,1,8,471,584,492,1414,176,114,145,201,551,2022,.474,.125,.807,27.9,10.4,7.3,0.9
324,Keith Smith\smithke03,1987,1987,1,42,461,57,150,3,9,21,28,13,32,43,25,3,30,74,138,.380,.333,.750,11.0,3.3,0.8,1.0
325,Robert Smith\smithro01,1982,1982,1,17,316,52,110,2,10,10,12,1,14,44,10,1,14,35,116,.473,.200,.833,18.6,6.8,0.8,2.6
326,Sam Smith\smithsa02,1979,1979,1,16,125,19,47,,,18,24,0,9,16,8,7,8,12,56,.404,,.750,7.8,3.5,0.6,1.0
327,Tony Smith\smithto02,1998,1998,1,7,80,8,24,0,4,3,4,4,7,10,5,2,9,7,19,.333,.000,.750,11.4,2.7,1.0,1.4
328,Tony Snell\snellto01,2017,2019,3,159,4450,439,984,257,637,85,107,32,395,196,102,42,91,243,1220,.446,.403,.794,28.0,7.7,2.5,1.2
329,Jerry Stackhouse\stackje01,2010,2010,1,42,855,129,316,45,130,55,69,19,100,70,21,9,66,56,358,.408,.346,.797,20.4,8.5,2.4,1.7
330,Kevin Stacom\stacoke01,1982,1982,1,7,90,14,34,1,2,1,2,2,7,7,1,0,9,6,30,.412,.500,.500,12.9,4.3,1.0,1.0
331,D.J. Stephens\stephdj01,2014,2014,1,3,15,3,7,0,0,1,1,1,5,0,0,0,0,0,7,.429,,1.000,5.0,2.3,1.7,0.0
332,Everette Stephens\stephev01,1991,1991,1,3,6,2,3,0,0,2,2,0,0,2,0,0,0,0,6,.667,,1.000,2.0,2.0,0.0,0.7
333,Alex Stivrins\stivral01,1993,1993,1,3,25,4,11,0,0,3,4,3,6,2,1,0,2,4,11,.364,,.750,8.3,3.7,2.0,0.7
334,Awvee Storey\storeaw01,2008,2008,1,26,259,39,89,0,7,14,29,31,54,16,7,1,10,41,92,.438,.000,.483,10.0,3.5,2.1,0.6
335,Erick Strickland\stricer01,2004,2005,2,105,1585,193,500,50,149,96,115,24,174,205,56,3,118,166,532,.386,.336,.835,15.1,5.1,1.7,2.0
336,John Stroeder\stroejo01,1988,1988,1,41,271,29,79,0,2,20,30,24,71,20,3,12,24,48,78,.367,.000,.667,6.6,1.9,1.7,0.5
337,Derek Strong\stronde01,1993,1994,2,90,1470,183,433,7,21,227,291,149,396,62,49,15,74,89,600,.423,.333,.780,16.3,6.7,4.4,0.7
338,Mirza Teletovic\teletmi01,2017,2018,2,80,1292,181,475,125,350,35,45,14,185,58,16,14,44,123,522,.381,.357,.778,16.2,6.5,2.3,0.7
339,Garrett Temple\templga01,2011,2011,1,9,83,7,21,3,10,0,4,0,6,6,1,1,2,8,17,.333,.300,.000,9.2,1.9,0.7,0.7
340,Chuck Terry\terrych01,1973,1974,2,74,725,59,174,,,17,24,1,148,44,2,0,,120,135,.339,,.708,9.8,1.8,2.0,0.6
341,Jason Terry\terryja01,2017,2018,2,125,2179,164,397,113,286,32,38,20,154,157,88,33,61,147,473,.413,.395,.842,17.4,3.8,1.2,1.3
342,David Thirdkill\thirdda01,1985,1985,1,6,16,3,4,0,0,1,2,1,2,0,0,0,0,1,7,.750,,.500,2.7,1.2,0.3,0.0
343,Kurt Thomas\thomaku01,2010,2010,1,70,1049,99,208,0,0,12,15,84,291,47,26,46,48,159,210,.476,,.800,15.0,3.0,4.2,0.7
344,Tim Thomas\thomati01,1999,2004,6,385,10491,1732,3916,425,1177,817,1071,420,1632,579,335,181,607,1091,4706,.442,.361,.763,27.2,12.2,4.2,1.5
345,George Thompson\thompge01,1975,1975,1,73,1983,306,691,,,168,214,50,181,225,66,6,,203,780,.443,,.785,27.2,10.7,2.5,3.1
346,Paul Thompson\thomppa01,1985,1985,1,16,227,41,105,0,7,24,34,21,42,20,15,5,15,42,106,.390,.000,.706,14.2,6.6,2.6,1.3
347,Axel Toupane\toupaax01,2017,2017,1,2,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,.000,.000,,3.0,0.0,0.0,0.0
348,Keith Tower\towerke01,1997,1997,1,5,72,3,8,0,0,1,8,2,9,1,2,1,2,12,7,.375,,.125,14.4,1.4,1.8,0.2
349,Linton Townes\towneli01,1984,1984,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1.000,,,1.0,1.0,0.0,0.0
350,Robert Traylor\traylro01,1999,2000,2,93,1233,166,323,0,5,84,148,130,297,58,69,69,69,219,416,.514,.000,.568,13.3,4.5,3.2,0.6
351,Mirsad Turkcan\turkcmi01,2000,2000,1,10,65,12,28,0,4,5,8,11,23,4,1,1,7,10,29,.429,.000,.625,6.5,2.9,2.3,0.4
352,Andre Turner\turnean01,1989,1989,1,4,13,3,6,0,0,0,0,0,3,0,2,0,4,2,6,.500,,,3.3,1.5,0.8,0.0
353,Ekpe Udoh\udohek01,2012,2014,3,141,2579,219,522,0,3,159,216,216,506,100,69,166,99,294,597,.420,.000,.736,18.3,4.2,3.6,0.7
354,Beno Udrih\udrihbe01,2012,2013,2,98,1799,259,570,30,108,63,88,43,180,365,53,3,130,108,611,.454,.278,.716,18.4,6.2,1.8,3.7
355,Roko Ukic\ukicro01,2010,2010,1,13,97,14,30,3,12,9,11,0,3,12,1,0,6,6,40,.467,.250,.818,7.5,3.1,0.2,0.9
356,Keith Van Horn\vanhoke01,2004,2005,2,58,1584,265,575,63,150,142,156,106,323,78,37,26,97,146,735,.461,.420,.910,27.3,12.7,5.6,1.3
357,Norm Van Lier\vanlino01,1979,1979,1,38,555,30,77,,,47,52,8,40,158,43,3,49,108,107,.390,,.904,14.6,2.8,1.1,4.2
358,Greivis Vasquez\vasqugr01,2016,2016,1,23,460,45,138,18,73,22,26,5,47,91,10,0,40,42,130,.326,.247,.846,20.0,5.7,2.0,4.0
359,Rashad Vaughn\vaughra01,2016,2018,3,133,1632,159,472,82,263,18,26,17,154,74,52,29,46,117,418,.337,.312,.692,12.3,3.1,1.2,0.6
360,Charlie Villanueva\villach01,2007,2009,3,193,4908,1021,2286,173,529,397,486,361,1214,251,104,103,299,536,2612,.447,.327,.817,25.4,13.5,6.3,1.3
361,Jake Voskuhl\voskuja01,2008,2008,1,44,386,37,80,0,0,24,29,30,97,13,9,21,29,83,98,.463,,.828,8.8,2.2,2.2,0.3
362,Lloyd Walton\waltoll01,1977,1980,4,280,4566,509,1101,1,3,217,309,108,322,1035,232,26,342,317,1236,.462,.333,.702,16.3,4.4,1.2,3.7
363,Bob Warlick\warlibo01,1969,1969,1,3,22,1,8,,,4,5,,1,1,,,,3,6,.125,,.800,7.3,2.0,0.3,0.3
364,Cornell Warner\warneco01,1974,1975,2,146,3875,420,877,,,187,265,339,1192,194,76,94,,464,1027,.479,,.706,26.5,7.0,8.2,1.3
365,Bryan Warrick\warribr01,1986,1986,1,5,27,4,10,1,2,1,1,0,3,6,2,0,5,3,10,.400,.500,1.000,5.4,2.0,0.6,1.2
366,Hakim Warrick\warriha01,2010,2010,1,48,1024,182,378,1,6,125,172,87,212,35,17,10,57,83,490,.481,.167,.727,21.3,10.2,4.4,0.7
367,Richard Washington\washiri01,1980,1980,1,75,1092,197,421,0,0,46,76,95,276,55,26,48,63,166,440,.468,,.605,14.6,5.9,3.7,0.7
368,Jeff Webb\webbje01,1971,1972,2,48,409,36,113,,,22,28,,42,26,,,,41,94,.319,,.786,8.5,2.0,0.9,0.5
369,Marvin Webster\webstma01,1987,1987,1,15,102,10,19,1,1,6,8,12,26,3,3,7,8,17,27,.526,1.000,.750,6.8,1.8,1.7,0.2
370,Bob Weiss\weissbo01,1969,1969,1,15,242,36,114,,,27,34,,27,27,,,,24,99,.316,,.794,16.1,6.6,1.8,1.8
371,Jiri Welsch\welscji01,2006,2006,1,58,866,86,222,14,49,65,87,22,111,62,34,1,41,65,251,.387,.286,.747,14.9,4.3,1.9,1.1
372,Walt Wesley\weslewa01,1975,1975,1,41,214,37,84,,,14,23,14,55,11,7,5,,43,88,.440,,.609,5.2,2.1,1.3,0.3
373,Mark West\westma01,1985,1985,1,1,6,0,1,0,0,2,2,1,1,0,0,1,2,4,2,.000,,1.000,6.0,2.0,1.0,0.0
374,Rory White\whitero01,1984,1984,1,8,45,7,17,0,0,2,5,5,8,1,2,1,5,3,16,.412,,.400,5.6,2.0,1.0,0.1
375,Aaron Williams\williaa01,1995,1995,1,15,72,8,24,0,1,8,12,5,19,0,2,6,7,14,24,.333,.000,.667,4.8,1.6,1.3,0.0
376,Mo Williams\willima01,2005,2008,4,272,8667,1499,3334,273,749,557,653,171,946,1549,289,34,686,756,3828,.450,.364,.853,31.9,14.1,3.5,5.7
377,Ron Williams\williro01,1974,1975,2,117,1656,254,558,,,84,97,29,112,224,72,4,,184,592,.455,,.866,14.2,5.1,1.0,1.9
378,Sam Williams\willisa01,1969,1970,2,66,672,89,252,,,77,145,,116,64,,,,111,255,.353,,.531,10.2,3.9,1.8,1.0
379,Scott Williams\willisc01,1999,2001,3,139,2789,389,802,1,4,158,206,276,824,63,89,99,108,413,937,.485,.250,.767,20.1,6.7,5.9,0.5
380,D.J. Wilson\wilsodj01,2018,2018,1,22,71,9,16,2,5,1,2,2,10,3,3,1,4,7,21,.563,.400,.500,3.2,1.0,0.5,0.1
381,Marv Winkler\winklma01,1971,1971,1,3,14,3,10,,,2,2,,4,2,,,,3,8,.300,,1.000,4.7,2.7,1.3,0.7
382,Rickie Winslow\winslri01,1988,1988,1,7,45,3,13,0,1,1,2,3,7,2,1,0,4,9,7,.231,.000,.500,6.4,1.0,1.0,0.3
383,Brian Winters\wintebr01,1976,1983,8,582,18422,4131,8647,114,314,1367,1621,431,1550,2479,718,172,1014,1662,9743,.478,.363,.843,31.7,16.7,2.7,4.3
384,Joe Wolf\wolfjo01,1997,1997,1,56,525,40,89,1,7,14,19,32,112,20,14,11,14,105,95,.449,.143,.737,9.4,1.7,2.0,0.4
385,Nate Wolters\woltena01,2014,2015,2,69,1451,182,420,18,67,60,94,35,165,197,40,15,60,78,442,.433,.269,.638,21.0,6.4,2.4,2.9
386,Christian Wood\woodch01,2019,2019,1,2,11,1,2,1,1,1,2,0,2,0,0,0,1,1,4,.500,1.000,.500,5.5,2.0,1.0,0.0
387,David Wood\woodda01,1997,1997,1,46,240,20,38,5,15,12,18,5,27,13,7,6,6,36,57,.526,.333,.667,5.2,1.2,0.6,0.3
388,Orlando Woolridge\woolror01,1993,1993,1,8,78,18,33,0,0,7,9,3,9,3,1,2,6,8,43,.545,,.778,9.8,5.4,1.1,0.4
389,Haywoode Workman\workmha01,1999,2000,2,52,1063,96,232,28,76,46,60,15,119,216,43,1,77,76,266,.414,.368,.767,20.4,5.1,2.3,4.2
390,Chris Wright\wrighch01,2014,2014,1,8,126,21,35,0,1,6,15,10,20,5,7,5,5,17,48,.600,.000,.400,15.8,6.0,2.5,0.6
391,Danny Young\youngda01,1995,1995,1,7,77,9,17,5,12,1,1,1,5,12,4,0,4,8,24,.529,.417,1.000,11.0,3.4,0.7,1.7
392,Tyler Zeller\zellety01,2018,2018,1,24,406,62,105,0,2,17,19,47,111,19,7,14,12,48,141,.590,.000,.895,16.9,5.9,4.6,0.8
393,Bill Zopf\zopfbi01,1971,1971,1,53,398,49,135,,,20,36,,46,73,,,,34,118,.363,,.556,7.5,2.2,0.9,1.4
